site,kind,ym,n_scenes,vh
2022_Zeynep_BB_Eberswalde_UAV_AOE,ring,2024-11,20,-14.538399828812945
20220212_Barnekow_3_AOE,ring,2024-11,20,-15.040776424056267
20220212_Barnekow_5_AOE,ring,2024-11,20,-15.103023891275507
2022_Zeynep_MV_Barnekow_AOE,ring,2024-11,20,-15.115637671142027
2022_Zeynep_MV_Bremerhagen_AOE,ring,2024-11,20,-14.88431345525689
20220209_Bremerhagen_3_AOE,ring,2024-11,20,-14.987378558663472
20171016_EW_WW_Campus_AOE,polygon,2024-12,20,-14.06741120847344
20171114_EW_WW_Bachsee_north_AOE,polygon,2024-12,20,-13.268519931662276
2017_Xavier_BB_Eberswalde_UAV_AOE,polygon,2024-12,20,-13.834596910652264
20210706_EW_WW_Kaufland_AOE,polygon,2024-12,20,-13.912798845037383
20220226_EW_WW_Campus_Oberheide_AOE,polygon,2024-12,20,-13.682897914621416
2022_Zeynep_BB_Eberswalde_UAV_AOE,polygon,2024-12,20,-13.907162270821372
20220212_Barnekow_3_AOE,polygon,2024-12,20,-15.334322261698174
20220212_Barnekow_5_AOE,polygon,2024-12,20,-16.087949307489144
2022_Zeynep_MV_Barnekow_AOE,polygon,2024-12,20,-15.648908932542533
2022_Zeynep_MV_Bremerhagen_AOE,polygon,2024-12,20,-16.122955179476296
20220209_Bremerhagen_3_AOE,polygon,2024-12,20,-16.76558562799367
20171016_EW_WW_Campus_AOE,ring,2024-12,20,-13.828779351322908
20171114_EW_WW_Bachsee_north_AOE,ring,2024-12,20,-13.896561589932322
2017_Xavier_BB_Eberswalde_UAV_AOE,ring,2024-12,20,-13.921723078964652
20210706_EW_WW_Kaufland_AOE,ring,2024-12,20,-14.149636447234993
20220226_EW_WW_Campus_Oberheide_AOE,ring,2024-12,20,-13.84409297236894
2022_Zeynep_BB_Eberswalde_UAV_AOE,ring,2024-12,20,-14.147360630546867
20220212_Barnekow_3_AOE,ring,2024-12,20,-14.76433309387066
20220212_Barnekow_5_AOE,ring,2024-12,20,-14.772781346156263
2022_Zeynep_MV_Barnekow_AOE,ring,2024-12,20,-14.766595627925645
2022_Zeynep_MV_Bremerhagen_AOE,ring,2024-12,20,-14.599193406234807
20220209_Bremerhagen_3_AOE,ring,2024-12,20,-14.792066582001379
20171016_EW_WW_Campus_AOE,polygon,2025-01,21,-14.81193482912451
20171114_EW_WW_Bachsee_north_AOE,polygon,2025-01,21,-14.0223226467168
2017_Xavier_BB_Eberswalde_UAV_AOE,polygon,2025-01,21,-14.597645940124403
20210706_EW_WW_Kaufland_AOE,polygon,2025-01,21,-14.521502088553323
20220226_EW_WW_Campus_Oberheide_AOE,polygon,2025-01,21,-14.390383453120467
2022_Zeynep_BB_Eberswalde_UAV_AOE,polygon,2025-01,21,-14.584955419247612
20220212_Barnekow_3_AOE,polygon,2025-01,21,-15.906870934615766
20220212_Barnekow_5_AOE,polygon,2025-01,21,-16.61026691688602
2022_Zeynep_MV_Barnekow_AOE,polygon,2025-01,21,-16.359153176947384
2022_Zeynep_MV_Bremerhagen_AOE,polygon,2025-01,21,-16.811932896812554
20220209_Bremerhagen_3_AOE,polygon,2025-01,21,-17.613887518592726
20171016_EW_WW_Campus_AOE,ring,2025-01,21,-14.293606822809602
20171114_EW_WW_Bachsee_north_AOE,ring,2025-01,21,-14.714651722506717
2017_Xavier_BB_Eberswalde_UAV_AOE,ring,2025-01,21,-14.541918865933132
20210706_EW_WW_Kaufland_AOE,ring,2025-01,21,-14.619794489735657
20220226_EW_WW_Campus_Oberheide_AOE,ring,2025-01,21,-14.299267734610055
2022_Zeynep_BB_Eberswalde_UAV_AOE,ring,2025-01,21,-14.714101529723237
20220212_Barnekow_3_AOE,ring,2025-01,21,-15.060432511460887
20220212_Barnekow_5_AOE,ring,2025-01,21,-15.075652326791117
2022_Zeynep_MV_Barnekow_AOE,ring,2025-01,21,-15.114113579838811
2022_Zeynep_MV_Bremerhagen_AOE,ring,2025-01,21,-14.93846432494553
20220209_Bremerhagen_3_AOE,ring,2025-01,21,-15.087968299116145
20171016_EW_WW_Campus_AOE,polygon,2025-02,19,-16.291692389147595
20171114_EW_WW_Bachsee_north_AOE,polygon,2025-02,19,-14.755984287143118
2017_Xavier_BB_Eberswalde_UAV_AOE,polygon,2025-02,19,-15.6954196553677
20210706_EW_WW_Kaufland_AOE,polygon,2025-02,19,-16.658982378954274
20220226_EW_WW_Campus_Oberheide_AOE,polygon,2025-02,19,-15.61839669203537
2022_Zeynep_BB_Eberswalde_UAV_AOE,polygon,2025-02,19,-15.811307061033734
20220212_Barnekow_3_AOE,polygon,2025-02,19,-17.34685424713324
20220212_Barnekow_5_AOE,polygon,2025-02,19,-17.9293908030282
2022_Zeynep_MV_Barnekow_AOE,polygon,2025-02,19,-18.024473140633283
2022_Zeynep_MV_Bremerhagen_AOE,polygon,2025-02,19,-18.289322531869153
20220209_Bremerhagen_3_AOE,polygon,2025-02,19,-19.093513303272587
20171016_EW_WW_Campus_AOE,ring,2025-02,19,-15.381486439507624
20171114_EW_WW_Bachsee_north_AOE,ring,2025-02,19,-15.279837965293728
2017_Xavier_BB_Eberswalde_UAV_AOE,ring,2025-02,19,-15.41553291331641
20210706_EW_WW_Kaufland_AOE,ring,2025-02,19,-15.886921645035278
20220226_EW_WW_Campus_Oberheide_AOE,ring,2025-02,19,-15.44562597264067
2022_Zeynep_BB_Eberswalde_UAV_AOE,ring,2025-02,19,-15.706122136550684
20220212_Barnekow_3_AOE,ring,2025-02,19,-16.31601620721407
20220212_Barnekow_5_AOE,ring,2025-02,19,-16.35537076879139
2022_Zeynep_MV_Barnekow_AOE,ring,2025-02,19,-16.293260182168538
2022_Zeynep_MV_Bremerhagen_AOE,ring,2025-02,19,-15.957594143579005
20220209_Bremerhagen_3_AOE,ring,2025-02,19,-16.167046441165418
20171016_EW_WW_Campus_AOE,polygon,2025-03,23,-15.508558229933012
20171114_EW_WW_Bachsee_north_AOE,polygon,2025-03,23,-14.589771009385796
2017_Xavier_BB_Eberswalde_UAV_AOE,polygon,2025-03,23,-15.178928964645177
20210706_EW_WW_Kaufland_AOE,polygon,2025-03,23,-15.830276663428686
20220226_EW_WW_Campus_Oberheide_AOE,polygon,2025-03,23,-14.858654568170431
2022_Zeynep_BB_Eberswalde_UAV_AOE,polygon,2025-03,23,-15.03922942152936
20220212_Barnekow_3_AOE,polygon,2025-03,23,-17.31051208023181
20220212_Barnekow_5_AOE,polygon,2025-03,23,-17.154848624176402
2022_Zeynep_MV_Barnekow_AOE,polygon,2025-03,23,-17.497606080390135
2022_Zeynep_MV_Bremerhagen_AOE,polygon,2025-03,23,-17.6201501700125
20220209_Bremerhagen_3_AOE,polygon,2025-03,23,-18.452017903060963
20171016_EW_WW_Campus_AOE,ring,2025-03,23,-14.606460556054037
20171114_EW_WW_Bachsee_north_AOE,ring,2025-03,23,-14.77264032019422
2017_Xavier_BB_Eberswalde_UAV_AOE,ring,2025-03,23,-14.775700951266474
20210706_EW_WW_Kaufland_AOE,ring,2025-03,23,-15.064028383840895
20220226_EW_WW_Campus_Oberheide_AOE,ring,2025-03,23,-14.649645442509785
2022_Zeynep_BB_Eberswalde_UAV_AOE,ring,2025-03,23,-14.993495986171805
20220212_Barnekow_3_AOE,ring,2025-03,23,-15.498060294317778
20220212_Barnekow_5_AOE,ring,2025-03,23,-15.63193429450287
2022_Zeynep_MV_Barnekow_AOE,ring,2025-03,23,-15.532994979176761
2022_Zeynep_MV_Bremerhagen_AOE,ring,2025-03,23,-15.04430487852449
20220209_Bremerhagen_3_AOE,ring,2025-03,23,-15.269419964572839
20171016_EW_WW_Campus_AOE,polygon,2025-04,42,-15.443598817829795
20171114_EW_WW_Bachsee_north_AOE,polygon,2025-04,42,-14.201718875913349
2017_Xavier_BB_Eberswalde_UAV_AOE,polygon,2025-04,42,-14.9917323890162
20210706_EW_WW_Kaufland_AOE,polygon,2025-04,42,-15.974570600938486
20220226_EW_WW_Campus_Oberheide_AOE,polygon,2025-04,42,-14.859924660562678
2022_Zeynep_BB_Eberswalde_UAV_AOE,polygon,2025-04,42,-15.046654174408875
20220212_Barnekow_3_AOE,polygon,2025-04,42,-16.916752338205136
20220212_Barnekow_5_AOE,polygon,2025-04,42,-17.206417276616246
2022_Zeynep_MV_Barnekow_AOE,polygon,2025-04,42,-17.51995013315194
2022_Zeynep_MV_Bremerhagen_AOE,polygon,2025-04,42,-18.072786411609385
20220209_Bremerhagen_3_AOE,polygon,2025-04,42,-19.01793090275967
20171016_EW_WW_Campus_AOE,ring,2025-04,42,-14.697021311891055
20171114_EW_WW_Bachsee_north_AOE,ring,2025-04,42,-14.679668286678478
2017_Xavier_BB_Eberswalde_UAV_AOE,ring,2025-04,42,-14.751047132585478
20210706_EW_WW_Kaufland_AOE,ring,2025-04,42,-14.984100610533599
20220226_EW_WW_Campus_Oberheide_AOE,ring,2025-04,42,-14.710967835106349
2022_Zeynep_BB_Eberswalde_UAV_AOE,ring,2025-04,42,-14.947682667314922
20220212_Barnekow_3_AOE,ring,2025-04,42,-15.508251299350022
20220212_Barnekow_5_AOE,ring,2025-04,42,-15.655214187340004
2022_Zeynep_MV_Barnekow_AOE,ring,2025-04,42,-15.566904984197107
2022_Zeynep_MV_Bremerhagen_AOE,ring,2025-04,42,-15.328184052347439
20220209_Bremerhagen_3_AOE,ring,2025-04,42,-15.536470154879787
20171016_EW_WW_Campus_AOE,polygon,2025-05,41,-16.621081334571162
20171114_EW_WW_Bachsee_north_AOE,polygon,2025-05,41,-16.19721522522555
2017_Xavier_BB_Eberswalde_UAV_AOE,polygon,2025-05,41,-16.46664785988113
20210706_EW_WW_Kaufland_AOE,polygon,2025-05,41,-17.183265495778087
20220226_EW_WW_Campus_Oberheide_AOE,polygon,2025-05,41,-16.16502208151562
2022_Zeynep_BB_Eberswalde_UAV_AOE,polygon,2025-05,41,-16.344589141197677
20220212_Barnekow_3_AOE,polygon,2025-05,41,-16.992898260718263
20220212_Barnekow_5_AOE,polygon,2025-05,41,-17.575268378805806
2022_Zeynep_MV_Barnekow_AOE,polygon,2025-05,41,-17.660759963373355
2022_Zeynep_MV_Bremerhagen_AOE,polygon,2025-05,41,-17.56264313677022
20220209_Bremerhagen_3_AOE,polygon,2025-05,41,-19.208317356589813
20171016_EW_WW_Campus_AOE,ring,2025-05,41,-15.992588839615038
20171114_EW_WW_Bachsee_north_AOE,ring,2025-05,41,-15.821512852934484
2017_Xavier_BB_Eberswalde_UAV_AOE,ring,2025-05,41,-15.917198743704663
20210706_EW_WW_Kaufland_AOE,ring,2025-05,41,-15.972153434214615
20220226_EW_WW_Campus_Oberheide_AOE,ring,2025-05,41,-16.027070981197376
2022_Zeynep_BB_Eberswalde_UAV_AOE,ring,2025-05,41,-15.922259536898439
20220212_Barnekow_3_AOE,ring,2025-05,41,-15.71936518647835
20220212_Barnekow_5_AOE,ring,2025-05,41,-15.989503866531306
2022_Zeynep_MV_Barnekow_AOE,ring,2025-05,41,-15.960205605696723
2022_Zeynep_MV_Bremerhagen_AOE,ring,2025-05,41,-15.924371511069438
20220209_Bremerhagen_3_AOE,ring,2025-05,41,-15.95222713005359
20171016_EW_WW_Campus_AOE,polygon,2025-06,40,-15.770520875782049
20171114_EW_WW_Bachsee_north_AOE,polygon,2025-06,40,-15.521643187739306
2017_Xavier_BB_Eberswalde_UAV_AOE,polygon,2025-06,40,-15.711421760790994
20210706_EW_WW_Kaufland_AOE,polygon,2025-06,40,-16.209822163457382
20220226_EW_WW_Campus_Oberheide_AOE,polygon,2025-06,40,-15.343981759327283
2022_Zeynep_BB_Eberswalde_UAV_AOE,polygon,2025-06,40,-15.571725120963894
20220212_Barnekow_3_AOE,polygon,2025-06,40,-16.60560088634823
20220212_Barnekow_5_AOE,polygon,2025-06,40,-17.47255501864464
2022_Zeynep_MV_Barnekow_AOE,polygon,2025-06,40,-17.08826244497635
2022_Zeynep_MV_Bremerhagen_AOE,polygon,2025-06,40,-16.870718507549814
20220209_Bremerhagen_3_AOE,polygon,2025-06,40,-17.968139392607302
20171016_EW_WW_Campus_AOE,ring,2025-06,40,-15.35496100830788
20171114_EW_WW_Bachsee_north_AOE,ring,2025-06,40,-15.368695887262168
2017_Xavier_BB_Eberswalde_UAV_AOE,ring,2025-06,40,-15.399727749834204
20210706_EW_WW_Kaufland_AOE,ring,2025-06,40,-15.619915876927399
20220226_EW_WW_Campus_Oberheide_AOE,ring,2025-06,40,-15.354783243269479
2022_Zeynep_BB_Eberswalde_UAV_AOE,ring,2025-06,40,-15.464297439597932
20220212_Barnekow_3_AOE,ring,2025-06,40,-15.315715409892174
20220212_Barnekow_5_AOE,ring,2025-06,40,-15.623483482242069
2022_Zeynep_MV_Barnekow_AOE,ring,2025-06,40,-15.597527270027506
2022_Zeynep_MV_Bremerhagen_AOE,ring,2025-06,40,-15.491491141050254
20220209_Bremerhagen_3_AOE,ring,2025-06,40,-15.444291675211803
20171016_EW_WW_Campus_AOE,polygon,2025-07,42,-15.458047332846348
20171114_EW_WW_Bachsee_north_AOE,polygon,2025-07,42,-15.181587288212482
2017_Xavier_BB_Eberswalde_UAV_AOE,polygon,2025-07,42,-15.415541215155873
20210706_EW_WW_Kaufland_AOE,polygon,2025-07,42,-15.848153643994253
20220226_EW_WW_Campus_Oberheide_AOE,polygon,2025-07,42,-15.183852678398603
2022_Zeynep_BB_Eberswalde_UAV_AOE,polygon,2025-07,42,-15.333230287321324
20220212_Barnekow_3_AOE,polygon,2025-07,42,-16.119825091174636
20220212_Barnekow_5_AOE,polygon,2025-07,42,-17.087813743808386
2022_Zeynep_MV_Barnekow_AOE,polygon,2025-07,42,-16.710100197588556
2022_Zeynep_MV_Bremerhagen_AOE,polygon,2025-07,42,-16.60998495291282
20220209_Bremerhagen_3_AOE,polygon,2025-07,42,-17.2941317630157
20171016_EW_WW_Campus_AOE,ring,2025-07,42,-15.169294515986548
20171114_EW_WW_Bachsee_north_AOE,ring,2025-07,42,-14.949733896324194
2017_Xavier_BB_Eberswalde_UAV_AOE,ring,2025-07,42,-15.090290653977794
20210706_EW_WW_Kaufland_AOE,ring,2025-07,42,-15.306348599617987
20220226_EW_WW_Campus_Oberheide_AOE,ring,2025-07,42,-15.155358720045625
2022_Zeynep_BB_Eberswalde_UAV_AOE,ring,2025-07,42,-15.162286404845505
20220212_Barnekow_3_AOE,ring,2025-07,42,-15.250213682717199
20220212_Barnekow_5_AOE,ring,2025-07,42,-15.489495810952219
2022_Zeynep_MV_Barnekow_AOE,ring,2025-07,42,-15.468556553424722
2022_Zeynep_MV_Bremerhagen_AOE,ring,2025-07,42,-15.427204684306279
20220209_Bremerhagen_3_AOE,ring,2025-07,42,-15.420079555271654
20171016_EW_WW_Campus_AOE,polygon,2025-08,41,-15.854765127752323
20171114_EW_WW_Bachsee_north_AOE,polygon,2025-08,41,-15.466498912190318
2017_Xavier_BB_Eberswalde_UAV_AOE,polygon,2025-08,41,-15.81423355181177
20210706_EW_WW_Kaufland_AOE,polygon,2025-08,41,-16.848807557752995
20220226_EW_WW_Campus_Oberheide_AOE,polygon,2025-08,41,-15.585191984499962
2022_Zeynep_BB_Eberswalde_UAV_AOE,polygon,2025-08,41,-15.746627600631548
20220212_Barnekow_3_AOE,polygon,2025-08,41,-16.47382518865561
20220212_Barnekow_5_AOE,polygon,2025-08,41,-17.43660944489966
2022_Zeynep_MV_Barnekow_AOE,polygon,2025-08,41,-17.157732046084647
2022_Zeynep_MV_Bremerhagen_AOE,polygon,2025-08,41,-17.219321516840786
20220209_Bremerhagen_3_AOE,polygon,2025-08,41,-17.359296108724802
20171016_EW_WW_Campus_AOE,ring,2025-08,41,-15.555276459220893
20171114_EW_WW_Bachsee_north_AOE,ring,2025-08,41,-15.309050317343452
2017_Xavier_BB_Eberswalde_UAV_AOE,ring,2025-08,41,-15.475206350773446
20210706_EW_WW_Kaufland_AOE,ring,2025-08,41,-15.716105381407164
20220226_EW_WW_Campus_Oberheide_AOE,ring,2025-08,41,-15.570915019613537
2022_Zeynep_BB_Eberswalde_UAV_AOE,ring,2025-08,41,-15.557893668410742
20220212_Barnekow_3_AOE,ring,2025-08,41,-15.715449154997597
20220212_Barnekow_5_AOE,ring,2025-08,41,-15.889835382031174
2022_Zeynep_MV_Barnekow_AOE,ring,2025-08,41,-15.935300908275046
2022_Zeynep_MV_Bremerhagen_AOE,ring,2025-08,41,-15.906374661457038
20220209_Bremerhagen_3_AOE,ring,2025-08,41,-15.91201257609411
20171016_EW_WW_Campus_AOE,polygon,2025-09,38,-15.81380863043679
20171114_EW_WW_Bachsee_north_AOE,polygon,2025-09,38,-15.874035913386104
2017_Xavier_BB_Eberswalde_UAV_AOE,polygon,2025-09,38,-15.865500866999344
20210706_EW_WW_Kaufland_AOE,polygon,2025-09,38,-15.750560357858317
20220226_EW_WW_Campus_Oberheide_AOE,polygon,2025-09,38,-15.53838968528344
2022_Zeynep_BB_Eberswalde_UAV_AOE,polygon,2025-09,38,-15.727118401264084
20220212_Barnekow_3_AOE,polygon,2025-09,38,-16.915686563252894
20220212_Barnekow_5_AOE,polygon,2025-09,38,-17.632090260986825
2022_Zeynep_MV_Barnekow_AOE,polygon,2025-09,38,-17.396475392733276
2022_Zeynep_MV_Bremerhagen_AOE,polygon,2025-09,38,-17.31446846905097
20220209_Bremerhagen_3_AOE,polygon,2025-09,38,-17.436662923975753
20171016_EW_WW_Campus_AOE,ring,2025-09,38,-15.63929778852448
20171114_EW_WW_Bachsee_north_AOE,ring,2025-09,38,-15.53231509229524
2017_Xavier_BB_Eberswalde_UAV_AOE,ring,2025-09,38,-15.592714491315595
20210706_EW_WW_Kaufland_AOE,ring,2025-09,38,-15.679852669694208
20220226_EW_WW_Campus_Oberheide_AOE,ring,2025-09,38,-15.653327440403334
2022_Zeynep_BB_Eberswalde_UAV_AOE,ring,2025-09,38,-15.591369791430477
20220212_Barnekow_3_AOE,ring,2025-09,38,-15.964868671195246
20220212_Barnekow_5_AOE,ring,2025-09,38,-16.13149426704154
2022_Zeynep_MV_Barnekow_AOE,ring,2025-09,38,-16.174081056958453
2022_Zeynep_MV_Bremerhagen_AOE,ring,2025-09,38,-15.994707963603348
20220209_Bremerhagen_3_AOE,ring,2025-09,38,-16.008834001901324
20171016_EW_WW_Campus_AOE,polygon,2025-10,40,-16.040302131633524
20171114_EW_WW_Bachsee_north_AOE,polygon,2025-10,40,-15.739303785794622
2017_Xavier_BB_Eberswalde_UAV_AOE,polygon,2025-10,40,-15.934095205340103
20210706_EW_WW_Kaufland_AOE,polygon,2025-10,40,-15.825393846802408
20220226_EW_WW_Campus_Oberheide_AOE,polygon,2025-10,40,-15.831748163892224
2022_Zeynep_BB_Eberswalde_UAV_AOE,polygon,2025-10,40,-15.941344826623663
20220212_Barnekow_3_AOE,polygon,2025-10,40,-16.824139820178832
20220212_Barnekow_5_AOE,polygon,2025-10,40,-17.510457267766924
2022_Zeynep_MV_Barnekow_AOE,polygon,2025-10,40,-17.204482053508173
2022_Zeynep_MV_Bremerhagen_AOE,polygon,2025-10,40,-17.253663070074293
20220209_Bremerhagen_3_AOE,polygon,2025-10,40,-17.52644875823593
20171016_EW_WW_Campus_AOE,ring,2025-10,40,-15.782306545336887
20171114_EW_WW_Bachsee_north_AOE,ring,2025-10,40,-15.584111547024667
2017_Xavier_BB_Eberswalde_UAV_AOE,ring,2025-10,40,-15.680894369770053
20210706_EW_WW_Kaufland_AOE,ring,2025-10,40,-15.79387018245077
20220226_EW_WW_Campus_Oberheide_AOE,ring,2025-10,40,-15.789361678772924
2022_Zeynep_BB_Eberswalde_UAV_AOE,ring,2025-10,40,-15.742260465273029
20220212_Barnekow_3_AOE,ring,2025-10,40,-15.997138117638686
20220212_Barnekow_5_AOE,ring,2025-10,40,-16.023142919372113
2022_Zeynep_MV_Barnekow_AOE,ring,2025-10,40,-16.071731048460197
2022_Zeynep_MV_Bremerhagen_AOE,ring,2025-10,40,-15.90904383307391
20220209_Bremerhagen_3_AOE,ring,2025-10,40,-15.957267179100707
20171016_EW_WW_Campus_AOE,polygon,2025-11,37,-14.7563097297012
20171114_EW_WW_Bachsee_north_AOE,polygon,2025-11,37,-14.200512892606532
2017_Xavier_BB_Eberswalde_UAV_AOE,polygon,2025-11,37,-14.592026480433889
20210706_EW_WW_Kaufland_AOE,polygon,2025-11,37,-14.883633629894037
20220226_EW_WW_Campus_Oberheide_AOE,polygon,2025-11,37,-14.377127161640683
2022_Zeynep_BB_Eberswalde_UAV_AOE,polygon,2025-11,37,-14.614177151144668
20220212_Barnekow_3_AOE,polygon,2025-11,37,-16.28650645893318
20220212_Barnekow_5_AOE,polygon,2025-11,37,-17.405110116041236
2022_Zeynep_MV_Barnekow_AOE,polygon,2025-11,37,-16.991592817414304
2022_Zeynep_MV_Bremerhagen_AOE,polygon,2025-11,37,-17.242982646300632
20220209_Bremerhagen_3_AOE,polygon,2025-11,37,-17.589349369989524
20171016_EW_WW_Campus_AOE,ring,2025-11,37,-14.41302549406219
20171114_EW_WW_Bachsee_north_AOE,ring,2025-11,37,-14.646199010372403
2017_Xavier_BB_Eberswalde_UAV_AOE,ring,2025-11,37,-14.589007541201328
20210706_EW_WW_Kaufland_AOE,ring,2025-11,37,-14.739736911600538
20220226_EW_WW_Campus_Oberheide_AOE,ring,2025-11,37,-14.435527949023756
2022_Zeynep_BB_Eberswalde_UAV_AOE,ring,2025-11,37,-14.800874711290158
20220212_Barnekow_3_AOE,ring,2025-11,37,-15.531330685547506
20220212_Barnekow_5_AOE,ring,2025-11,37,-15.513770843916152
2022_Zeynep_MV_Barnekow_AOE,ring,2025-11,37,-15.560118056365587
2022_Zeynep_MV_Bremerhagen_AOE,ring,2025-11,37,-15.278081654167284
20220209_Bremerhagen_3_AOE,ring,2025-11,37,-15.459221447919663
20171016_EW_WW_Campus_AOE,polygon,2025-12,42,-15.032676988975343
20171114_EW_WW_Bachsee_north_AOE,polygon,2025-12,42,-14.249048547151236
2017_Xavier_BB_Eberswalde_UAV_AOE,polygon,2025-12,42,-14.747893447539576
20210706_EW_WW_Kaufland_AOE,polygon,2025-12,42,-15.335404140470047
20220226_EW_WW_Campus_Oberheide_AOE,polygon,2025-12,42,-14.73761749341791
2022_Zeynep_BB_Eberswalde_UAV_AOE,polygon,2025-12,42,-14.85139630225853
20220212_Barnekow_3_AOE,polygon,2025-12,42,-15.862650843192803
20220212_Barnekow_5_AOE,polygon,2025-12,42,-16.824763193079573
2022_Zeynep_MV_Barnekow_AOE,polygon,2025-12,42,-16.54348343820237
2022_Zeynep_MV_Bremerhagen_AOE,polygon,2025-12,42,-17.021926323301724
20220209_Bremerhagen_3_AOE,polygon,2025-12,42,-17.038778207513523
20171016_EW_WW_Campus_AOE,ring,2025-12,42,-14.613304678134694
20171114_EW_WW_Bachsee_north_AOE,ring,2025-12,42,-14.799490747837002
2017_Xavier_BB_Eberswalde_UAV_AOE,ring,2025-12,42,-14.766451921168452
20210706_EW_WW_Kaufland_AOE,ring,2025-12,42,-14.975752292651384
20220226_EW_WW_Campus_Oberheide_AOE,ring,2025-12,42,-14.656121247304391
2022_Zeynep_BB_Eberswalde_UAV_AOE,ring,2025-12,42,-15.01571693330366
20220212_Barnekow_3_AOE,ring,2025-12,42,-15.357530816381432
20220212_Barnekow_5_AOE,ring,2025-12,42,-15.321848620494253
2022_Zeynep_MV_Barnekow_AOE,ring,2025-12,42,-15.339246101899208
2022_Zeynep_MV_Bremerhagen_AOE,ring,2025-12,42,-15.031511075740069
20220209_Bremerhagen_3_AOE,ring,2025-12,42,-15.249677125655017
20171016_EW_WW_Campus_AOE,polygon,2026-01,40,-16.453480017639343
20171114_EW_WW_Bachsee_north_AOE,polygon,2026-01,40,-15.332745418622059
2017_Xavier_BB_Eberswalde_UAV_AOE,polygon,2026-01,40,-16.068002617419687
20210706_EW_WW_Kaufland_AOE,polygon,2026-01,40,-16.780310316396605
20220226_EW_WW_Campus_Oberheide_AOE,polygon,2026-01,40,-16.144706322828586
2022_Zeynep_BB_Eberswalde_UAV_AOE,polygon,2026-01,40,-16.22080966872668
20220212_Barnekow_3_AOE,polygon,2026-01,40,-17.662989099891114
20220212_Barnekow_5_AOE,polygon,2026-01,40,-18.574876841836197
2022_Zeynep_MV_Barnekow_AOE,polygon,2026-01,40,-18.582607426084035
2022_Zeynep_MV_Bremerhagen_AOE,polygon,2026-01,40,-18.89871168090042
20220209_Bremerhagen_3_AOE,polygon,2026-01,40,-19.951409886822645
20171016_EW_WW_Campus_AOE,ring,2026-01,40,-15.772893444388066
20171114_EW_WW_Bachsee_north_AOE,ring,2026-01,40,-15.94323331620328
2017_Xavier_BB_Eberswalde_UAV_AOE,ring,2026-01,40,-15.92658352669002
20210706_EW_WW_Kaufland_AOE,ring,2026-01,40,-16.149101508700003
20220226_EW_WW_Campus_Oberheide_AOE,ring,2026-01,40,-15.829669406915391
2022_Zeynep_BB_Eberswalde_UAV_AOE,ring,2026-01,40,-16.195321716955142
20220212_Barnekow_3_AOE,ring,2026-01,40,-16.80105186402645
20220212_Barnekow_5_AOE,ring,2026-01,40,-16.824712013247144
2022_Zeynep_MV_Barnekow_AOE,ring,2026-01,40,-16.813426818447724
2022_Zeynep_MV_Bremerhagen_AOE,ring,2026-01,40,-16.64621762212675
20220209_Bremerhagen_3_AOE,ring,2026-01,40,-16.871565754085346
20171016_EW_WW_Campus_AOE,polygon,2026-02,38,-15.834334784561985
20171114_EW_WW_Bachsee_north_AOE,polygon,2026-02,38,-14.525535189687243
2017_Xavier_BB_Eberswalde_UAV_AOE,polygon,2026-02,38,-15.291558498057553
20210706_EW_WW_Kaufland_AOE,polygon,2026-02,38,-15.217519079223269
20220226_EW_WW_Campus_Oberheide_AOE,polygon,2026-02,38,-15.396231723486832
2022_Zeynep_BB_Eberswalde_UAV_AOE,polygon,2026-02,38,-15.551675327460842
20220212_Barnekow_3_AOE,polygon,2026-02,38,-16.582380531226644
20220212_Barnekow_5_AOE,polygon,2026-02,38,-17.257031362108194
2022_Zeynep_MV_Barnekow_AOE,polygon,2026-02,38,-17.154500296640137
2022_Zeynep_MV_Bremerhagen_AOE,polygon,2026-02,38,-17.783550398808313
20220209_Bremerhagen_3_AOE,polygon,2026-02,38,-18.07124806020644
20171016_EW_WW_Campus_AOE,ring,2026-02,38,-15.147957882782075
20171114_EW_WW_Bachsee_north_AOE,ring,2026-02,38,-15.240319088700312
2017_Xavier_BB_Eberswalde_UAV_AOE,ring,2026-02,38,-15.246827163398832
20210706_EW_WW_Kaufland_AOE,ring,2026-02,38,-15.441508577640132
20220226_EW_WW_Campus_Oberheide_AOE,ring,2026-02,38,-15.19840401273271
2022_Zeynep_BB_Eberswalde_UAV_AOE,ring,2026-02,38,-15.523471400291053
20220212_Barnekow_3_AOE,ring,2026-02,38,-16.068977036980137
20220212_Barnekow_5_AOE,ring,2026-02,38,-15.993647447870195
2022_Zeynep_MV_Barnekow_AOE,ring,2026-02,38,-16.065808522017317
2022_Zeynep_MV_Bremerhagen_AOE,ring,2026-02,38,-16.05473725349009
20220209_Bremerhagen_3_AOE,ring,2026-02,38,-16.208191039033522
20171016_EW_WW_Campus_AOE,polygon,2026-03,42,-14.969207768069076
20171114_EW_WW_Bachsee_north_AOE,polygon,2026-03,42,-14.109761941189316
2017_Xavier_BB_Eberswalde_UAV_AOE,polygon,2026-03,42,-14.68430449834269
20210706_EW_WW_Kaufland_AOE,polygon,2026-03,42,-15.213819454161385
20220226_EW_WW_Campus_Oberheide_AOE,polygon,2026-03,42,-14.506565614571498
2022_Zeynep_BB_Eberswalde_UAV_AOE,polygon,2026-03,42,-14.70896163010411
20220212_Barnekow_3_AOE,polygon,2026-03,42,-16.498666362823247
